App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Descargas,Descargas2,Categoria,tamaño,tamaño2,Gratuito,tipo_contenido,Genero1,dias_sin_actualizar,meses_sin_actualizar,grupomeses,version_actual,grupoversiones,version_android,Genero2,media_inst_grp_ver,mediana_inst_grp_ver,med_versandroid
► MultiCraft ― Free Miner! 👍,GAME,4.3,1305050.0,Varies with device,50000000,Free,0.0,Everyone 10+,Adventure,2018-07-29,1.1.11.11,4.1 and up,16.0,5.0,30.0,0.0,6.0,1.0,5.0,32,2090,70.0,5.0,1,0.0,9,3.292307692307692,2,2,3.0
Room Creator Interior Design,HOUSE_AND_HOME,3.9,59660.0,72M,1000000,Free,0.0,Everyone,House & Home,2017-03-14,"3,4",2.3 and up,13.0,4.0,25.0,72000.0,5.0,1.0,1.0,30,2592,86.0,1.0,3,1.0,12,3.1666666666666665,3,3,3.0
HBO NOW: Stream TV & Movies,FAMILY,3.9,61230.0,Varies with device,10000000,Free,0.0,Teen,Entertainment,2018-07-19,Varies with device,Varies with device,15.0,5.0,12.0,0.0,6.0,1.0,3.0,17,2100,70.0,5.0,100,2.0,13,2.6990131578947367,4,4,4.0
Hide N Seek : Mini Game,GAME,3.8,4719.0,54M,500000,Free,0.0,Everyone,Action,2018-07-08,5.1.3,4.1 and up,12.0,3.0,30.0,54000.0,5.0,1.0,1.0,44,2111,70.0,5.0,5,2.0,9,3.6554621848739495,4,4,3.0
Saiyan Of CW,FAMILY,3.8,5.0,1.1M,500,Free,0.0,Everyone,Role Playing,2018-07-31,2.0.10,4.0.3 and up,6.0,0.0,12.0,1100.0,6.0,1.0,1.0,36,2088,70.0,5.0,2,1.0,7,3.391891891891892,3,3,2.0
Banjo,SOCIAL,4.2,58341.0,9.3M,1000000,Free,0.0,Everyone,Social,2015-07-25,4.6.2.0,2.3 and up,13.0,4.0,23.0,9300.0,2.0,1.0,1.0,26,3190,106.0,3.0,4,2.0,12,2.9078947368421053,4,4,3.0
EU VAT Checker,BUSINESS,3.1,7.0,39k,1000,Free,0.0,Everyone,Business,2011-10-12,1,1.6 and up,7.0,1.0,2.0,39.0,6.0,1.0,1.0,2,4572,152.0,0.0,1,0.0,0,1.6111111111111112,2,2,2.0
DW Streaming,SOCIAL,0.0,0.0,Varies with device,1000,Free,0.0,Everyone,Social,2017-05-27,Varies with device,Varies with device,7.0,1.0,23.0,0.0,6.0,1.0,1.0,26,2518,84.0,0.0,100,2.0,13,2.9078947368421053,4,4,4.0
Homework Planner,EDUCATION,4.0,2525.0,1.2M,100000,Free,0.0,Everyone,Education,2015-01-11,15.9.4,4.0 and up,11.0,3.0,31.0,1200.0,6.0,1.0,1.0,3,3385,113.0,1.0,15,1.0,6,2.057603686635945,3,3,3.0
"Prism Pay Bills, Track Money, Personal Finance",FINANCE,4.6,16961.0,32M,500000,Free,0.0,Everyone,Finance,2018-08-04,2.12.100,4.1 and up,12.0,3.0,8.0,32000.0,4.0,1.0,1.0,10,2084,69.0,5.0,2,1.0,9,2.4,3,3,3.0
Inches to cm conversion,TOOLS,4.4,29.0,70k,10000,Free,0.0,Everyone,Tools,2015-01-14,"1,4",4.0 and up,9.0,2.0,13.0,70.0,6.0,1.0,1.0,15,3382,113.0,1.0,1,0.0,6,2.66,2,2,3.0
"Trinity Church Deltona, FL",LIFESTYLE,5.0,33.0,28M,500,Free,0.0,Everyone,Lifestyle,2018-05-07,1.9.0.0,2.3.3 and up,6.0,0.0,3.0,28000.0,4.0,1.0,1.0,4,2173,72.0,4.0,1,0.0,5,2.1333333333333333,2,2,3.0
BNCR Token Celular,FINANCE,3.7,913.0,70k,100000,Free,0.0,Everyone,Finance,2012-07-20,1,1.5 and up,11.0,3.0,8.0,70.0,6.0,1.0,1.0,10,4290,143.0,5.0,1,0.0,8,2.4,2,2,3.0
Girls Nancy Ajram Without Net,LIBRARIES_AND_DEMO,4.7,2639.0,19M,500000,Free,0.0,Everyone,Libraries & Demo,2017-12-11,6,2.3 and up,12.0,3.0,5.0,19000.0,3.0,1.0,1.0,8,2320,77.0,3.0,6,2.0,12,2.370656370656371,4,4,3.0
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495.0,6.4M,10000000,Free,0.0,Everyone,Personalization,2018-07-24,4.0.0.7,4.4 and up,15.0,5.0,7.0,6400.0,1.0,1.0,1.0,9,2095,70.0,5.0,4,2.0,11,2.373076923076923,4,4,3.0
AJ Rafael Music Lessons,FAMILY,5.0,1.0,8.2M,10,Free,0.0,Everyone,Entertainment,2017-11-29,1.2.1,4.1 and up,3.0,0.0,12.0,8200.0,2.0,1.0,1.0,17,2332,78.0,2.0,1,0.0,9,2.6990131578947367,2,2,3.0
Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031.0,58M,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,2018-07-30,3.2.4,4.4 and up,13.0,4.0,12.0,58000.0,5.0,1.0,1.0,34,2089,70.0,5.0,3,1.0,11,3.350515463917526,3,3,3.0
EZ File Manager(Root Explorer),PRODUCTIVITY,3.5,626.0,1.2M,100000,Free,0.0,Everyone,Productivity,2015-06-23,"1,1",3.2 and up,11.0,3.0,15.0,1200.0,6.0,1.0,1.0,18,3222,107.0,2.0,1,0.0,2,2.7002237136465324,2,2,2.0
JuiceNet - Smart EV Charging,MAPS_AND_NAVIGATION,3.5,106.0,24M,5000,Free,0.0,Everyone,Maps & Navigation,2018-07-09,2.1.223,4.0 and up,8.0,1.0,18.0,24000.0,3.0,1.0,1.0,21,2110,70.0,5.0,2,1.0,6,2.7752293577981653,3,3,3.0
HD Themes Toyota Cruiser 70,PERSONALIZATION,4.5,86.0,17M,10000,Free,0.0,Teen,Personalization,2016-10-02,1,2.3.3 and up,9.0,2.0,7.0,17000.0,3.0,1.0,3.0,9,2755,92.0,0.0,1,0.0,5,2.373076923076923,2,2,3.0
"Meitu – Beauty Cam, Easy Photo Editor",PHOTOGRAPHY,4.5,462702.0,45M,10000000,Free,0.0,Everyone,Photography,2018-08-01,8.1.0.6,4.3 and up,15.0,5.0,29.0,45000.0,4.0,1.0,1.0,43,2087,70.0,5.0,8,1.0,3,3.6265060240963853,3,3,2.0
Turbo FAST,FAMILY,4.3,1329192.0,97M,50000000,Free,0.0,Everyone,Racing;Action & Adventure,2017-10-04,2.1.20,2.3.3 and up,16.0,5.0,12.0,97000.0,5.0,1.0,1.0,46,2388,80.0,1.0,2,1.0,5,3.872093023255814,3,3,3.0
App Seguridad AV Villas,FINANCE,2.3,251.0,5.7M,50000,Free,0.0,Everyone,Finance,2017-10-12,1.0.5,4.0 and up,10.0,2.0,8.0,5700.0,1.0,1.0,1.0,10,2380,79.0,2.0,1,0.0,6,2.4,2,2,3.0
Zoosk Dating App: Meet Singles,DATING,4.0,516917.0,Varies with device,10000000,Free,0.0,Mature 17+,Dating,2018-08-02,Varies with device,Varies with device,15.0,5.0,4.0,0.0,6.0,1.0,2.0,5,2086,70.0,5.0,100,2.0,13,2.142857142857143,4,4,4.0
Calcy IV,TOOLS,4.8,36557.0,14M,1000000,Free,0.0,Everyone,Tools,2018-08-03,2.51f,5.0 and up,13.0,4.0,13.0,14000.0,3.0,1.0,1.0,15,2085,70.0,5.0,2,1.0,10,2.66,3,3,3.0
News: DW Hausa,NEWS_AND_MAGAZINES,4.9,9.0,6.3M,1000,Free,0.0,Everyone,News & Magazines,2018-04-26,1,4.1 and up,7.0,1.0,11.0,6300.0,1.0,1.0,1.0,14,2184,73.0,2.0,1,0.0,9,2.620320855614973,2,2,3.0
Q Operator,BUSINESS,4.6,60.0,Varies with device,1000,Free,0.0,Everyone,Business,2016-11-08,1.10.4,4.3 and up,7.0,1.0,2.0,0.0,6.0,1.0,1.0,2,2718,91.0,3.0,1,0.0,3,1.6111111111111112,2,2,2.0
Soccer Clubs Logo Quiz,GAME,4.2,21661.0,16M,1000000,Free,0.0,Everyone,Trivia,2018-05-24,1.3.81,4.0 and up,13.0,4.0,30.0,16000.0,3.0,1.0,1.0,7,2156,72.0,4.0,1,0.0,6,2.2955974842767297,2,2,3.0
Freedom Christian BF,LIFESTYLE,0.0,0.0,12M,10,Free,0.0,Everyone,Lifestyle,2016-02-22,1,4.0.3 and up,3.0,0.0,3.0,12000.0,2.0,1.0,1.0,4,2978,99.0,1.0,1,0.0,7,2.1333333333333333,2,2,2.0
I am Rich Premium Plus,FINANCE,4.6,459.0,2.0M,10000,Paid,18.99,Everyone,Finance,2018-02-17,"1,1",4.0.3 and up,9.0,2.0,8.0,2000.0,6.0,0.0,1.0,10,2252,75.0,2.0,1,0.0,7,2.4,2,2,2.0
World at War: WW2 Strategy MMO,FAMILY,4.3,107765.0,78M,5000000,Free,0.0,Everyone 10+,Strategy,2018-05-25,3.1.9,4.1 and up,14.0,4.0,12.0,78000.0,5.0,1.0,5.0,45,2155,72.0,4.0,3,1.0,9,3.7222222222222223,3,3,3.0
Sight Words Pre-K to Grade-3,FAMILY,4.4,1185.0,40M,100000,Free,0.0,Everyone,Educational;Education,2018-06-17,1.5.1,4.1 and up,11.0,3.0,12.0,40000.0,4.0,1.0,1.0,27,2132,71.0,4.0,1,0.0,9,2.9152542372881354,2,2,3.0
Skype for Business for Android,BUSINESS,3.9,78172.0,Varies with device,10000000,Free,0.0,Everyone,Business,2018-08-02,Varies with device,Varies with device,15.0,5.0,2.0,0.0,6.0,1.0,1.0,2,2086,70.0,5.0,100,2.0,13,1.6111111111111112,4,4,4.0
Black People Meet Singles Date,DATING,3.9,10212.0,5.0M,1000000,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4 and up,13.0,4.0,4.0,5000.0,1.0,1.0,2.0,5,2094,70.0,5.0,1,0.0,11,2.142857142857143,2,2,3.0
News 8 San Diego,NEWS_AND_MAGAZINES,4.2,1137.0,11M,50000,Free,0.0,Everyone,News & Magazines,2018-07-23,5.5.0,4.3 and up,10.0,2.0,11.0,11000.0,2.0,1.0,1.0,14,2096,70.0,5.0,5,2.0,3,2.620320855614973,4,4,2.0
CW TV,NEWS_AND_MAGAZINES,1.7,367.0,6.1M,50000,Free,0.0,Everyone,News & Magazines,2018-03-02,"1,7",4.0 and up,10.0,2.0,11.0,6100.0,1.0,1.0,1.0,14,2239,75.0,2.0,1,0.0,6,2.620320855614973,2,2,3.0
Voice Changer,FAMILY,4.1,138050.0,5.7M,10000000,Free,0.0,Everyone,Entertainment;Music & Video,2018-04-19,"2,4",4.0.3 and up,15.0,5.0,12.0,5700.0,1.0,1.0,1.0,17,2191,73.0,2.0,2,1.0,7,2.6990131578947367,3,3,2.0
AY Oakmont,HEALTH_AND_FITNESS,0.0,0.0,11M,10,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1 and up,3.0,0.0,17.0,11000.0,2.0,1.0,1.0,20,2110,70.0,5.0,4,2.0,9,2.7560975609756095,4,4,3.0
AV-IPTV,VIDEO_PLAYERS,4.4,43.0,44M,1000,Free,0.0,Everyone,Video Players & Editors,2018-04-27,1,4.1 and up,7.0,1.0,26.0,44000.0,4.0,1.0,1.0,33,2183,73.0,2.0,1,0.0,9,3.3275862068965516,2,2,3.0
Wrestling Revolution 3D,SPORTS,4.3,989344.0,51M,50000000,Free,0.0,Teen,Sports,2018-07-23,"1,64",4.0 and up,16.0,5.0,20.0,51000.0,5.0,1.0,3.0,23,2096,70.0,5.0,1,0.0,6,2.823529411764706,2,2,3.0
Bunny Skater,GAME,4.2,139432.0,4.7M,10000000,Free,0.0,Everyone,Adventure,2013-11-20,"1,5",2.1 and up,15.0,5.0,30.0,4700.0,1.0,1.0,1.0,32,3802,127.0,4.0,1,0.0,4,3.292307692307692,2,2,2.0
Yoga Studio: Mind & Body,HEALTH_AND_FITNESS,4.3,5499.0,94M,100000,Free,0.0,Everyone,Health & Fitness,2018-07-23,2.0.16,4.1 and up,11.0,3.0,17.0,94000.0,5.0,1.0,1.0,20,2096,70.0,5.0,2,1.0,9,2.7560975609756095,3,3,3.0
Hypertension High blood pressure,MEDICAL,3.8,292.0,2.7M,100000,Free,0.0,Everyone,Medical,2018-04-16,43,4.0.3 and up,11.0,3.0,0.0,2700.0,6.0,1.0,1.0,0,2194,73.0,2.0,43,1.0,7,1.3285198555956679,3,3,2.0
Wondershare PowerCam,PHOTOGRAPHY,4.2,329160.0,27M,10000000,Free,0.0,Everyone,Photography,2018-05-29,3.1.8.180529,2.3 and up,15.0,5.0,29.0,27000.0,4.0,1.0,1.0,43,2151,72.0,4.0,3,1.0,12,3.6265060240963853,3,3,3.0
SUBWAY®,FOOD_AND_DRINK,3.8,21381.0,41M,1000000,Free,0.0,Everyone,Food & Drink,2018-07-24,7.9.0.0,4.4 and up,13.0,4.0,24.0,41000.0,4.0,1.0,1.0,28,2095,70.0,5.0,7,2.0,11,3.013157894736842,4,4,3.0
Favorite children's songs,PARENTING,4.7,39.0,95M,10000,Free,0.0,Everyone,Parenting,2018-07-06,1.2.5,4.2 and up,9.0,2.0,19.0,95000.0,5.0,1.0,1.0,22,2113,70.0,5.0,1,0.0,8,2.7755102040816326,2,2,3.0
Free Resume Builder – CV Maker,BUSINESS,4.4,25.0,12M,5000,Free,0.0,Everyone,Business,2018-06-09,"1,5",4.4 and up,8.0,1.0,2.0,12000.0,2.0,1.0,1.0,2,2140,71.0,4.0,1,0.0,11,1.6111111111111112,2,2,3.0
"Super Resume Builder Pro, CV",BUSINESS,4.4,244.0,6.9M,1000,Paid,4.99,Everyone,Business,2017-08-17,"4,38",2.3 and up,7.0,1.0,2.0,6900.0,1.0,0.0,1.0,2,2436,81.0,1.0,4,2.0,12,1.6111111111111112,4,4,3.0
Cestovné poriadky CP,MAPS_AND_NAVIGATION,4.6,2681.0,6.3M,100000,Free,0.0,Everyone,Maps & Navigation,2017-09-25,1.2.0,4.0.3 and up,11.0,3.0,18.0,6300.0,1.0,1.0,1.0,21,2397,80.0,1.0,1,0.0,7,2.7752293577981653,2,2,2.0
BK murli today (Mobile Murli) - Gyan,FAMILY,4.8,100.0,4.5M,5000,Free,0.0,Everyone,Education,2018-08-05,2,4.4 and up,8.0,1.0,12.0,4500.0,1.0,1.0,1.0,3,2083,69.0,5.0,2,1.0,11,2.057603686635945,3,3,3.0
LEGO® DC Mighty Micros,FAMILY,4.3,139545.0,63M,10000000,Free,0.0,Everyone,Racing;Action & Adventure,2018-01-30,1.6.1326,4.1 and up,15.0,5.0,12.0,63000.0,5.0,1.0,1.0,46,2270,76.0,3.0,1,0.0,9,3.872093023255814,2,2,3.0
Sugar Daddies Dating App,DATING,2.9,53.0,14M,10000,Free,0.0,Mature 17+,Dating,2018-07-10,"4,1",4.1 and up,9.0,2.0,4.0,14000.0,3.0,1.0,2.0,5,2109,70.0,5.0,4,2.0,9,2.142857142857143,4,4,3.0
Stupid Zombies,GAME,4.5,464900.0,33M,10000000,Free,0.0,Teen,Arcade,2018-06-27,2.0.5,4.2 and up,15.0,5.0,30.0,33000.0,4.0,1.0,3.0,42,2122,71.0,4.0,2,1.0,8,3.55188679245283,3,3,3.0
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722.0,Varies with device,10000000,Free,0.0,Mature 17+,Social,2018-07-23,Varies with device,Varies with device,15.0,5.0,23.0,0.0,6.0,1.0,2.0,26,2096,70.0,5.0,100,2.0,13,2.9078947368421053,4,4,4.0
"10,000 Quotes DB (Premium)",BOOKS_AND_REFERENCE,4.1,70.0,3.5M,500,Paid,0.99,Everyone,Books & Reference,2013-08-30,"1,3",2.1 and up,6.0,0.0,6.0,3500.0,6.0,0.0,1.0,6,3884,129.0,0.0,1,0.0,4,2.25,2,2,2.0
CJ'S TIRE AND AUTO INC.,PRODUCTIVITY,5.0,5.0,11M,100,Free,0.0,Everyone,Productivity,2018-05-30,1.0.1,4.1 and up,5.0,0.0,15.0,11000.0,2.0,1.0,1.0,18,2150,72.0,4.0,1,0.0,9,2.7002237136465324,2,2,3.0
I am Millionaire - Richest guy in the town,LIFESTYLE,3.6,126.0,1.4M,5000,Paid,2.49,Everyone,Lifestyle,2018-06-22,8,4.1 and up,8.0,1.0,3.0,1400.0,6.0,0.0,1.0,4,2127,71.0,4.0,8,1.0,9,2.1333333333333333,3,3,3.0
AJ Turquoise Dark Icon Pack,PERSONALIZATION,0.0,0.0,32M,10,Paid,0.99,Everyone,Personalization,2018-05-01,"1,1",4.1 and up,3.0,0.0,7.0,32000.0,4.0,0.0,1.0,9,2179,73.0,2.0,1,0.0,9,2.373076923076923,2,2,3.0
Sanu Ek Pal Chain Song Videos - RAID Movie Songs,FAMILY,4.9,11.0,4.3M,5000,Free,0.0,Everyone,Entertainment,2018-03-08,1.2.8,4.0.3 and up,8.0,1.0,12.0,4300.0,1.0,1.0,1.0,17,2233,74.0,1.0,1,0.0,7,2.6990131578947367,2,2,2.0
Monitor My BP,HEALTH_AND_FITNESS,0.0,0.0,4.6M,50,Paid,5.99,Everyone,Health & Fitness,2016-11-26,2.0.1,4.0 and up,4.0,0.0,17.0,4600.0,1.0,0.0,1.0,20,2700,90.0,2.0,2,1.0,6,2.7560975609756095,3,3,3.0
ER Doctor City Emergency - Surgery City Doc FREE,FAMILY,3.9,1909.0,84M,100000,Free,0.0,Teen,Educational,2018-06-13,"2,1",4.0.3 and up,11.0,3.0,12.0,84000.0,5.0,1.0,3.0,27,2136,71.0,4.0,2,1.0,7,2.9152542372881354,3,3,2.0
The Q - Live Trivia Game Network,GAME,2.7,1486.0,14M,100000,Free,0.0,Everyone,Trivia,2018-08-03,2.4.8,5.0 and up,11.0,3.0,30.0,14000.0,3.0,1.0,1.0,7,2085,70.0,5.0,2,1.0,10,2.2955974842767297,3,3,3.0
Breathing Zone,MEDICAL,4.6,319.0,Varies with device,5000,Paid,3.99,Everyone,Medical,2018-03-06,Varies with device,Varies with device,8.0,1.0,0.0,0.0,6.0,0.0,1.0,0,2235,74.0,1.0,100,2.0,13,1.3285198555956679,4,4,4.0
BELONG Beating Cancer Together,MEDICAL,4.7,623.0,20M,50000,Free,0.0,Teen,Medical,2018-07-29,4.0.5,4.3 and up,10.0,2.0,0.0,20000.0,3.0,1.0,3.0,0,2090,70.0,5.0,4,2.0,3,1.3285198555956679,4,4,2.0
DU Security,TOOLS,4.4,4847.0,3.2M,100000,Free,0.0,Everyone,Tools,2016-06-29,3.0.0.2071,4.0 and up,11.0,3.0,13.0,3200.0,6.0,1.0,1.0,15,2850,95.0,3.0,3,1.0,6,2.66,3,3,3.0
Treasure Hunt Hidden Objects Adventure Game,FAMILY,4.3,1231.0,Varies with device,100000,Free,0.0,Everyone,Puzzle,2018-05-24,"2,2",4.1 and up,11.0,3.0,12.0,0.0,6.0,1.0,1.0,35,2156,72.0,4.0,2,1.0,9,3.361963190184049,3,3,3.0
Offroad drive : 4x4 driving game,GAME,3.5,2071.0,36M,100000,Free,0.0,Everyone,Racing,2018-06-29,1.0.3,4.1 and up,11.0,3.0,30.0,36000.0,4.0,1.0,1.0,46,2120,71.0,4.0,1,0.0,9,3.872093023255814,2,2,3.0
Lock Screen,TOOLS,4.0,41137.0,4.6M,1000000,Free,0.0,Everyone,Tools,2017-11-15,1.7.3,3.2 and up,13.0,4.0,13.0,4600.0,1.0,1.0,1.0,15,2346,78.0,2.0,1,0.0,2,2.66,2,2,2.0
Speedometer with G-FORCE meter,TOOLS,3.8,415.0,2.7M,50000,Free,0.0,Everyone,Tools,2017-06-01,7,2.3 and up,10.0,2.0,13.0,2700.0,6.0,1.0,1.0,15,2513,84.0,0.0,7,2.0,12,2.66,4,4,3.0
Shadow Fight 2 Special Edition,GAME,4.5,10440.0,86M,50000,Paid,4.99,Teen,Action,2018-05-30,1.0.3,4.1 and up,10.0,2.0,30.0,86000.0,5.0,0.0,3.0,44,2150,72.0,4.0,1,0.0,9,3.6554621848739495,2,2,3.0
NoBuffDating - Free Dating App,DATING,4.2,1939.0,Varies with device,100000,Free,0.0,Mature 17+,Dating,2017-01-08,1.0.0,4.0 and up,11.0,3.0,4.0,0.0,6.0,1.0,2.0,5,2657,89.0,3.0,1,0.0,6,2.142857142857143,2,2,3.0
FK Oleksandria,SPORTS,0.0,0.0,26M,10,Free,0.0,Everyone,Sports,2018-02-14,1,4.1 and up,3.0,0.0,20.0,26000.0,4.0,1.0,1.0,23,2255,75.0,2.0,1,0.0,9,2.823529411764706,2,2,3.0
IRIS : Customer Service - DZ Algeria,TRAVEL_AND_LOCAL,4.7,57.0,7.0M,1000,Free,0.0,Everyone,Travel & Local,2018-03-10,2018-03,4.0 and up,7.0,1.0,22.0,7000.0,1.0,1.0,1.0,25,2231,74.0,1.0,20,1.0,6,2.892857142857143,3,3,3.0
Job Search by ZipRecruiter,BUSINESS,4.8,148945.0,25M,1000000,Free,0.0,Everyone,Business,2018-07-19,5.2.8,5.0 and up,13.0,4.0,2.0,25000.0,3.0,1.0,1.0,2,2100,70.0,5.0,5,2.0,10,1.6111111111111112,4,4,3.0
Airplane Pilot Car Transporter,FAMILY,4.1,182363.0,62M,10000000,Free,0.0,Everyone,Simulation,2018-07-27,2.1.8,4.1 and up,15.0,5.0,12.0,62000.0,5.0,1.0,1.0,34,2092,70.0,5.0,2,1.0,9,3.350515463917526,3,3,3.0
Sweden Newspapers,NEWS_AND_MAGAZINES,0.0,0.0,2.1M,0,Free,0.0,Everyone,News & Magazines,2018-07-07,"1,1",4.4 and up,0.0,0.0,11.0,2100.0,6.0,1.0,1.0,14,2112,70.0,5.0,1,0.0,11,2.620320855614973,2,2,3.0
DS-L4 Viewer,PHOTOGRAPHY,3.5,13.0,7.9M,1000,Free,0.0,Everyone,Photography,2018-01-29,1.2.0.9,5.0 and up,7.0,1.0,29.0,7900.0,2.0,1.0,1.0,43,2271,76.0,3.0,1,0.0,10,3.6265060240963853,2,2,3.0
FD VR - Virtual Reality Camera,FAMILY,4.0,1007.0,7.4M,100000,Free,0.0,Everyone,Entertainment,2016-11-30,3.6.1,4.4 and up,11.0,3.0,12.0,7400.0,2.0,1.0,1.0,17,2696,90.0,2.0,3,1.0,11,2.6990131578947367,3,3,3.0
Restaurantführer Südbaden,TRAVEL_AND_LOCAL,4.1,46.0,12M,1000,Free,0.0,Everyone,Travel & Local,2017-01-11,2.0.0,4.0 and up,7.0,1.0,22.0,12000.0,2.0,1.0,1.0,25,2654,88.0,0.0,2,1.0,6,2.892857142857143,3,3,3.0
Grand Theft Auto: San Andreas,GAME,4.4,348962.0,26M,1000000,Paid,6.99,Mature 17+,Action,2015-03-21,"1,08",3.0 and up,13.0,4.0,30.0,26000.0,4.0,0.0,2.0,44,3316,111.0,0.0,1,0.0,2,3.6554621848739495,2,2,2.0
Angry Birds 2,GAME,4.6,3883589.0,57M,100000000,Free,0.0,Everyone,Casual,2018-07-26,2.21.1,4.1 and up,17.0,5.0,30.0,57000.0,5.0,1.0,1.0,38,2093,70.0,5.0,2,1.0,9,3.396039603960396,3,3,3.0
Talking Ben the Dog,ENTERTAINMENT,4.3,1633682.0,57M,100000000,Free,0.0,Everyone,Entertainment,2018-07-03,3.5.2.2,4.1 and up,17.0,5.0,32.0,57000.0,5.0,1.0,1.0,17,2116,71.0,4.0,3,1.0,9,2.6990131578947367,3,3,3.0
"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,4.6,349.0,4.4M,100000,Free,0.0,Everyone,Parenting,2018-03-21,"1,7",4.4 and up,11.0,3.0,19.0,4400.0,1.0,1.0,1.0,22,2220,74.0,1.0,1,0.0,11,2.7755102040816326,2,2,3.0
Beck & Bo: Toddler First Words,FAMILY,4.3,41.0,7.9M,1000,Paid,2.99,Everyone,Education;Pretend Play,2018-05-31,2.4.2,4.0.3 and up,7.0,1.0,12.0,7900.0,2.0,0.0,1.0,3,2149,72.0,4.0,2,1.0,7,2.057603686635945,3,3,2.0
Shoot Strike War Fire,GAME,4.1,82827.0,20M,10000000,Free,0.0,Teen,Arcade,2018-07-13,1.1.5,4.0 and up,15.0,5.0,30.0,20000.0,3.0,1.0,3.0,42,2106,70.0,5.0,1,0.0,6,3.55188679245283,2,2,3.0
eG Monitor,PRODUCTIVITY,4.6,8.0,7.5M,100,Free,0.0,Everyone,Productivity,2018-07-27,2.0.7,4.1 and up,5.0,0.0,15.0,7500.0,2.0,1.0,1.0,18,2092,70.0,5.0,2,1.0,9,2.7002237136465324,3,3,3.0
DQ Akses,TOOLS,0.0,0.0,2.6M,1,Free,0.0,Everyone,Tools,2018-07-06,"1,1",2.1 and up,1.0,0.0,13.0,2600.0,6.0,1.0,1.0,15,2113,70.0,5.0,1,0.0,4,2.66,2,2,2.0
ER Surgery Simulator,FAMILY,3.6,19601.0,56M,1000000,Free,0.0,Everyone 10+,Casual,2018-06-06,1.0.4,4.1 and up,13.0,4.0,12.0,56000.0,5.0,1.0,5.0,38,2143,71.0,4.0,1,0.0,9,3.396039603960396,2,2,3.0
Urban Limo Taxi Simulator,PARENTING,3.8,824.0,53M,1000000,Free,0.0,Everyone,Parenting,2018-08-02,"8,9",4.0.3 and up,13.0,4.0,19.0,53000.0,5.0,1.0,1.0,22,2086,70.0,5.0,8,1.0,7,2.7755102040816326,3,3,2.0
Epocrates Plus,MEDICAL,4.3,23889.0,Varies with device,1000000,Free,0.0,Everyone,Medical,2018-07-10,Varies with device,4.0 and up,13.0,4.0,0.0,0.0,6.0,1.0,1.0,0,2109,70.0,5.0,100,2.0,6,1.3285198555956679,4,4,3.0
Wish - Shopping Made Fun,SHOPPING,4.5,6212081.0,15M,100000000,Free,0.0,Everyone,Shopping,2018-08-03,4.20.5,4.1 and up,17.0,5.0,27.0,15000.0,3.0,1.0,1.0,37,2085,70.0,5.0,4,2.0,9,3.3933333333333335,4,4,3.0
Mini for fb lite,TOOLS,4.0,710.0,1.1M,100000,Free,0.0,Everyone,Tools,2018-05-24,1,2.3 and up,11.0,3.0,13.0,1100.0,6.0,1.0,1.0,15,2156,72.0,4.0,1,0.0,12,2.66,2,2,3.0
EU Whoiswho,BUSINESS,0.0,0.0,2.7M,10,Free,0.0,Everyone,Business,2016-12-01,0.0.1,4.0 and up,3.0,0.0,2.0,2700.0,6.0,1.0,1.0,2,2695,90.0,2.0,0,0.0,6,1.6111111111111112,2,2,3.0
Bank of Brazil,FINANCE,4.5,1336246.0,39M,10000000,Free,0.0,Everyone,Finance,2018-08-03,6.39.1.4,4.1 and up,15.0,5.0,8.0,39000.0,4.0,1.0,1.0,10,2085,70.0,5.0,6,2.0,9,2.4,4,4,3.0
OrthoFlow,MEDICAL,0.0,0.0,66M,10,Paid,5.99,Everyone,Medical,2018-07-15,1.0.0,4.2 and up,3.0,0.0,0.0,66000.0,5.0,0.0,1.0,0,2104,70.0,5.0,1,0.0,8,1.3285198555956679,2,2,3.0
Love Balls,FAMILY,4.2,357049.0,40M,50000000,Free,0.0,Everyone,Puzzle,2018-07-31,1.2.7,4.1 and up,16.0,5.0,12.0,40000.0,4.0,1.0,1.0,35,2088,70.0,5.0,1,0.0,9,3.361963190184049,2,2,3.0
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500.0,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,13.0,4.0,29.0,37000.0,4.0,1.0,1.0,43,2086,70.0,5.0,2,1.0,9,3.6265060240963853,3,3,3.0
I’m Expecting - Pregnancy App,HEALTH_AND_FITNESS,4.6,71266.0,49M,1000000,Free,0.0,Everyone,Health & Fitness,2018-03-30,2.3.2,4.0.3 and up,13.0,4.0,17.0,49000.0,5.0,1.0,1.0,20,2211,74.0,1.0,2,1.0,7,2.7560975609756095,3,3,2.0
